MsgID.STATE,1521839760.0748959,False,False
MsgID.LOCAL_VELOCITY,1521839776.7417569,5.8400000,5.9300000,0.0100000
MsgID.LOCAL_POSITION,1521839776.7420020,6.0363002,6.3893356,-4.9172034
MsgID.LOCAL_VELOCITY,1521839776.7420020,5.8483181,5.9302979,0.0183432
MsgID.GLOBAL_POSITION,1521839776.9918530,-122.3973645,37.7925488,4.9080000
MsgID.LOCAL_VELOCITY,1521839776.9918530,6.1300000,6.1700000,-0.1000000
MsgID.LOCAL_POSITION,1521839776.9920890,7.6034560,7.8887806,-4.9087758
MsgID.LOCAL_VELOCITY,1521839776.9920890,6.1392317,6.1721702,-0.1022557
MsgID.STATE,1521839777.2237921,True,True
MsgID.GLOBAL_HOME,1521839777.2240262,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839777.2428360,-122.3973451,37.7925628,4.9160000
MsgID.LOCAL_VELOCITY,1521839777.2428360,6.2200000,6.2500000,-0.1600000
MsgID.LOCAL_POSITION,1521839777.2430770,9.1565523,9.6100435,-4.9164534
MsgID.LOCAL_VELOCITY,1521839777.2430770,6.2260447,6.2569008,-0.1612985
MsgID.GLOBAL_POSITION,1521839777.4915378,-122.3973267,37.7925763,4.9200000
MsgID.LOCAL_VELOCITY,1521839777.4915378,6.2500000,6.2600000,-0.1200000
MsgID.LOCAL_POSITION,1521839777.4917691,10.6573715,11.2458057,-4.9206548
MsgID.LOCAL_VELOCITY,1521839777.4917691,6.2522960,6.2649450,-0.1281012
MsgID.GLOBAL_POSITION,1521839777.7419240,-122.3973116,37.7925926,4.9070000
MsgID.LOCAL_VELOCITY,1521839777.7419240,6.2700000,6.2600000,-0.0900000
MsgID.LOCAL_POSITION,1521839777.7421989,12.4594393,12.5910912,-4.9075856
MsgID.LOCAL_VELOCITY,1521839777.7421989,6.2774720,6.2620101,-0.0982995
MsgID.GLOBAL_POSITION,1521839777.9927790,-122.3972927,37.7926060,4.9180000
MsgID.LOCAL_VELOCITY,1521839777.9927790,6.2900000,6.2800000,-0.1600000
MsgID.LOCAL_POSITION,1521839777.9930828,13.9483776,14.2719793,-4.9185743
MsgID.LOCAL_VELOCITY,1521839777.9930828,6.2938070,6.2839990,-0.1636476
MsgID.STATE,1521839778.2247350,True,True
MsgID.GLOBAL_HOME,1521839778.2250390,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839778.2416031,-122.3972749,37.7926196,4.9410000
MsgID.LOCAL_VELOCITY,1521839778.2416031,6.2800000,6.2600000,-0.1000000
MsgID.LOCAL_POSITION,1521839778.2418740,15.4699554,15.8505812,-4.9410791
MsgID.LOCAL_VELOCITY,1521839778.2418740,6.2804599,6.2697344,-0.1081287
MsgID.GLOBAL_POSITION,1521839778.4922490,-122.3972577,37.7926337,4.9390000
MsgID.LOCAL_VELOCITY,1521839778.4922490,6.2600000,6.2400000,0.0100000
MsgID.LOCAL_POSITION,1521839778.4924569,17.0334644,17.3844795,-4.9399796
MsgID.LOCAL_VELOCITY,1521839778.4924569,6.2697582,6.2496433,0.0115999
MsgID.GLOBAL_POSITION,1521839778.7426009,-122.3972393,37.7926489,4.9440000
MsgID.LOCAL_VELOCITY,1521839778.7426009,6.2800000,6.2600000,0.0100000
MsgID.LOCAL_POSITION,1521839778.7428758,18.7151127,19.0161209,-4.9447889
MsgID.LOCAL_VELOCITY,1521839778.7428758,6.2849183,6.2610383,0.0173724
MsgID.GLOBAL_POSITION,1521839778.9927192,-122.3972221,37.7926624,4.9490000
MsgID.LOCAL_VELOCITY,1521839778.9927192,6.2800000,6.2600000,0.0600000
MsgID.LOCAL_POSITION,1521839778.9929531,20.2232685,20.5468578,-4.9495749
MsgID.LOCAL_VELOCITY,1521839778.9929531,6.2808509,6.2602458,0.0620175
MsgID.STATE,1521839779.2243681,True,True
MsgID.GLOBAL_HOME,1521839779.2246280,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839779.2432489,-122.3972052,37.7926762,4.9390000
MsgID.LOCAL_VELOCITY,1521839779.2432489,6.2700000,6.2600000,0.1000000
MsgID.LOCAL_POSITION,1521839779.2435410,21.7575665,22.0518646,-4.9394307
MsgID.LOCAL_VELOCITY,1521839779.2435410,6.2760353,6.2621226,0.0996244
MsgID.GLOBAL_POSITION,1521839779.4928360,-122.3971878,37.7926902,4.9460000
MsgID.LOCAL_VELOCITY,1521839779.4928360,6.2900000,6.2800000,0.0300000
MsgID.LOCAL_POSITION,1521839779.4930360,23.3102074,23.5952339,-4.9466085
MsgID.LOCAL_VELOCITY,1521839779.4930360,6.2918715,6.2808862,0.0354510
MsgID.GLOBAL_POSITION,1521839779.7432370,-122.3971673,37.7927037,4.9390000
MsgID.LOCAL_VELOCITY,1521839779.7432370,6.2800000,6.2700000,0.0500000
MsgID.LOCAL_POSITION,1521839779.7434821,24.8134575,25.4155731,-4.9398389
MsgID.LOCAL_VELOCITY,1521839779.7434821,6.2868400,6.2756653,0.0520801
MsgID.GLOBAL_POSITION,1521839779.9924722,-122.3971507,37.7927179,4.9440000
MsgID.LOCAL_VELOCITY,1521839779.9924722,6.3100000,6.2800000,-0.0800000
MsgID.LOCAL_POSITION,1521839779.9926679,26.3864117,26.8941059,-4.9445930
MsgID.LOCAL_VELOCITY,1521839779.9926679,6.3155780,6.2893944,-0.0810969
MsgID.STATE,1521839780.2238851,True,True
MsgID.GLOBAL_HOME,1521839780.2241421,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839780.2428641,-122.3971347,37.7927342,4.9480000
MsgID.LOCAL_VELOCITY,1521839780.2428641,6.3000000,6.2700000,-0.0300000
MsgID.LOCAL_POSITION,1521839780.2431340,28.1997204,28.3198242,-4.9482927
MsgID.LOCAL_VELOCITY,1521839780.2431340,6.3034220,6.2716751,-0.0306952
MsgID.GLOBAL_POSITION,1521839780.4938712,-122.3971174,37.7927476,4.9340000
MsgID.LOCAL_VELOCITY,1521839780.4938712,6.3000000,6.2800000,-0.0700000
MsgID.LOCAL_POSITION,1521839780.4941030,29.6818810,29.8579350,-4.9344921
MsgID.LOCAL_VELOCITY,1521839780.4941030,6.3001928,6.2833462,-0.0731734
MsgID.GLOBAL_POSITION,1521839780.7433159,-122.3970975,37.7927610,4.9380000
MsgID.LOCAL_VELOCITY,1521839780.7433159,6.2900000,6.2800000,-0.0900000
MsgID.LOCAL_POSITION,1521839780.7435179,31.1744747,31.6224728,-4.9382949
MsgID.LOCAL_VELOCITY,1521839780.7435179,6.2981629,6.2822604,-0.0963860
MsgID.GLOBAL_POSITION,1521839780.9936068,-122.3970807,37.7927741,4.9370000
MsgID.LOCAL_VELOCITY,1521839780.9936068,6.2900000,6.2700000,-0.1100000
MsgID.LOCAL_POSITION,1521839780.9938409,32.6333656,33.1198235,-4.9374294
MsgID.LOCAL_VELOCITY,1521839780.9938409,6.2997637,6.2737241,-0.1114151
MsgID.STATE,1521839781.2234828,True,True
MsgID.GLOBAL_HOME,1521839781.2237289,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839781.2443430,-122.3970630,37.7927907,4.9360000
MsgID.LOCAL_VELOCITY,1521839781.2443430,6.2900000,6.2700000,-0.1200000
MsgID.LOCAL_POSITION,1521839781.2446568,34.4743233,34.6905136,-4.9366283
MsgID.LOCAL_VELOCITY,1521839781.2446568,6.2978806,6.2725496,-0.1233821
MsgID.GLOBAL_POSITION,1521839781.4932978,-122.3970474,37.7928045,4.9420000
MsgID.LOCAL_VELOCITY,1521839781.4932978,6.2900000,6.2800000,-0.1400000
MsgID.LOCAL_POSITION,1521839781.4935310,36.0097771,36.0796623,-4.9426703
MsgID.LOCAL_VELOCITY,1521839781.4935310,6.2985187,6.2804279,-0.1457646
MsgID.GLOBAL_POSITION,1521839781.7434299,-122.3970285,37.7928197,4.9480000
MsgID.LOCAL_VELOCITY,1521839781.7434299,6.2800000,6.2800000,-0.1200000
MsgID.LOCAL_POSITION,1521839781.7436650,37.7056122,37.7568207,-4.9485493
MsgID.LOCAL_VELOCITY,1521839781.7436650,6.2859926,6.2826343,-0.1283229
MsgID.GLOBAL_POSITION,1521839781.9940040,-122.3970095,37.7928318,4.9560000
MsgID.LOCAL_VELOCITY,1521839781.9940040,6.2700000,6.2700000,-0.0700000
MsgID.LOCAL_POSITION,1521839781.9942279,39.0415688,39.4427452,-4.9567595
MsgID.LOCAL_VELOCITY,1521839781.9942279,6.2751126,6.2764754,-0.0750271
MsgID.STATE,1521839782.2256119,True,True
MsgID.GLOBAL_HOME,1521839782.2258549,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839782.2447519,-122.3969910,37.7928452,4.9580000
MsgID.LOCAL_VELOCITY,1521839782.2447519,6.2600000,6.2500000,0.0300000
MsgID.LOCAL_POSITION,1521839782.2449861,40.5346107,41.0904427,-4.9589500
MsgID.LOCAL_VELOCITY,1521839782.2449861,6.2694459,6.2556920,0.0328908
MsgID.GLOBAL_POSITION,1521839782.4952121,-122.3969750,37.7928598,4.9600000
MsgID.LOCAL_VELOCITY,1521839782.4952121,6.2900000,6.2600000,0.0100000
MsgID.LOCAL_POSITION,1521839782.4954491,42.1585464,42.5126343,-4.9601903
MsgID.LOCAL_VELOCITY,1521839782.4954491,6.2902613,6.2615023,0.0107557
MsgID.GLOBAL_POSITION,1521839782.7438982,-122.3969566,37.7928761,4.9730000
MsgID.LOCAL_VELOCITY,1521839782.7438982,6.2800000,6.2500000,0.0700000
MsgID.LOCAL_POSITION,1521839782.7441311,43.9631004,44.1434822,-4.9730139
MsgID.LOCAL_VELOCITY,1521839782.7441311,6.2858257,6.2579532,0.0730799
MsgID.GLOBAL_POSITION,1521839782.9955399,-122.3969400,37.7928886,4.9770000
MsgID.LOCAL_VELOCITY,1521839782.9955399,6.2700000,6.2600000,0.1100000
MsgID.LOCAL_POSITION,1521839782.9957650,45.3576431,45.6196289,-4.9770989
MsgID.LOCAL_VELOCITY,1521839782.9957650,6.2737613,6.2604723,0.1128200
MsgID.STATE,1521839783.2254331,True,True
MsgID.GLOBAL_HOME,1521839783.2256210,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839783.2445681,-122.3969228,37.7929027,4.9750000
MsgID.LOCAL_VELOCITY,1521839783.2445681,6.2700000,6.2600000,0.1500000
MsgID.LOCAL_POSITION,1521839783.2448440,46.9204178,47.1506157,-4.9754281
MsgID.LOCAL_VELOCITY,1521839783.2448440,6.2769227,6.2647171,0.1500267
MsgID.GLOBAL_POSITION,1521839783.4945610,-122.3969063,37.7929161,4.9770000
MsgID.LOCAL_VELOCITY,1521839783.4945610,6.2900000,6.2700000,0.1000000
MsgID.LOCAL_POSITION,1521839783.4947290,48.4054108,48.6226730,-4.9778504
MsgID.LOCAL_VELOCITY,1521839783.4947290,6.2945738,6.2733130,0.1078661
MsgID.GLOBAL_POSITION,1521839783.7451589,-122.3968865,37.7929301,4.9730000
MsgID.LOCAL_VELOCITY,1521839783.7451589,6.2800000,6.2600000,0.1400000
MsgID.LOCAL_POSITION,1521839783.7453871,49.9598198,50.3789139,-4.9737906
MsgID.LOCAL_VELOCITY,1521839783.7453871,6.2883477,6.2662711,0.1461127
MsgID.GLOBAL_POSITION,1521839783.9956701,-122.3968678,37.7929448,4.9680000
MsgID.LOCAL_VELOCITY,1521839783.9956701,6.3100000,6.2700000,0.0300000
MsgID.LOCAL_POSITION,1521839783.9960160,51.5976028,52.0421333,-4.9685502
MsgID.LOCAL_VELOCITY,1521839783.9960160,6.3119540,6.2786121,0.0318542
MsgID.STATE,1521839784.2245870,True,True
MsgID.GLOBAL_HOME,1521839784.2249269,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839784.2458150,-122.3968505,37.7929615,4.9730000
MsgID.LOCAL_VELOCITY,1521839784.2458150,6.3000000,6.2600000,0.0400000
MsgID.LOCAL_POSITION,1521839784.2460630,53.4488068,53.5784149,-4.9738145
MsgID.LOCAL_VELOCITY,1521839784.2460630,6.3063297,6.2678456,0.0470875
MsgID.GLOBAL_POSITION,1521839784.4959960,-122.3968354,37.7929746,4.9610000
MsgID.LOCAL_VELOCITY,1521839784.4959960,6.3000000,6.2800000,0.0000000
MsgID.LOCAL_POSITION,1521839784.4963069,54.9108849,54.9189606,-4.9611273
MsgID.LOCAL_VELOCITY,1521839784.4963069,6.3070812,6.2846155,-0.0085143
MsgID.GLOBAL_POSITION,1521839784.7462320,-122.3968139,37.7929897,4.9660000
MsgID.LOCAL_VELOCITY,1521839784.7462320,6.2900000,6.2900000,-0.0300000
MsgID.LOCAL_POSITION,1521839784.7464221,56.5849800,56.8318329,-4.9665322
MsgID.LOCAL_VELOCITY,1521839784.7464221,6.2999840,6.2963157,-0.0388813
MsgID.GLOBAL_POSITION,1521839784.9960041,-122.3967966,37.7930017,4.9570000
MsgID.LOCAL_VELOCITY,1521839784.9960041,6.2800000,6.2700000,0.0200000
MsgID.LOCAL_POSITION,1521839784.9961979,57.9196091,58.3718300,-4.9579992
MsgID.LOCAL_VELOCITY,1521839784.9961979,6.2843843,6.2773585,0.0271544
MsgID.STATE,1521839785.2254410,True,True
MsgID.GLOBAL_HOME,1521839785.2256489,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839785.2460799,-122.3967793,37.7930155,4.9590000
MsgID.LOCAL_VELOCITY,1521839785.2460799,6.3200000,6.2800000,-0.1100000
MsgID.LOCAL_POSITION,1521839785.2462552,59.4498367,59.9064865,-4.9596858
MsgID.LOCAL_VELOCITY,1521839785.2462552,6.3206682,6.2840409,-0.1114587
MsgID.GLOBAL_POSITION,1521839785.4960389,-122.3967633,37.7930287,4.9770000
MsgID.LOCAL_VELOCITY,1521839785.4960389,6.3000000,6.2500000,-0.0300000
MsgID.LOCAL_POSITION,1521839785.4962702,60.9194221,61.3323517,-4.9774303
MsgID.LOCAL_VELOCITY,1521839785.4962702,6.3049407,6.2565665,-0.0316336
MsgID.GLOBAL_POSITION,1521839785.7460999,-122.3967446,37.7930448,4.9630000
MsgID.LOCAL_VELOCITY,1521839785.7460999,6.2900000,6.2400000,0.0400000
MsgID.LOCAL_POSITION,1521839785.7462752,62.7124062,62.9958115,-4.9632573
MsgID.LOCAL_VELOCITY,1521839785.7462752,6.2905016,6.2455249,0.0470358
MsgID.GLOBAL_POSITION,1521839785.9962430,-122.3967281,37.7930583,4.9590000
MsgID.LOCAL_VELOCITY,1521839785.9962430,6.3000000,6.2600000,-0.0100000
MsgID.LOCAL_POSITION,1521839785.9965551,64.2085114,64.4563904,-4.9592791
MsgID.LOCAL_VELOCITY,1521839785.9965551,6.3050990,6.2634964,-0.0122647
MsgID.STATE,1521839786.2258251,True,True
MsgID.GLOBAL_HOME,1521839786.2260160,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839786.2465761,-122.3967093,37.7930737,4.9760000
MsgID.LOCAL_VELOCITY,1521839786.2465761,6.3000000,6.2700000,-0.0300000
MsgID.LOCAL_POSITION,1521839786.2467480,65.9239883,66.1287231,-4.9769917
MsgID.LOCAL_VELOCITY,1521839786.2467480,6.3051829,6.2709098,-0.0389561
MsgID.GLOBAL_POSITION,1521839786.4966040,-122.3966929,37.7930872,4.9780000
MsgID.LOCAL_VELOCITY,1521839786.4966040,6.2900000,6.2600000,0.0000000
MsgID.LOCAL_POSITION,1521839786.4968770,67.4245529,67.5877228,-4.9780450
MsgID.LOCAL_VELOCITY,1521839786.4968770,6.2934637,6.2622247,0.0039621
MsgID.GLOBAL_POSITION,1521839786.7466900,-122.3966744,37.7931017,4.9660000
MsgID.LOCAL_VELOCITY,1521839786.7466900,6.2800000,6.2600000,0.0400000
MsgID.LOCAL_POSITION,1521839786.7469199,69.0287094,69.2301865,-4.9661989
MsgID.LOCAL_VELOCITY,1521839786.7469199,6.2883902,6.2633138,0.0469302
MsgID.GLOBAL_POSITION,1521839786.9962060,-122.3966572,37.7931154,4.9770000
MsgID.LOCAL_VELOCITY,1521839786.9962060,6.3000000,6.2800000,-0.0600000
MsgID.LOCAL_POSITION,1521839786.9964440,70.5513992,70.7609558,-4.9772801
MsgID.LOCAL_VELOCITY,1521839786.9964440,6.3074899,6.2807636,-0.0640582
MsgID.STATE,1521839787.2255599,True,True
MsgID.GLOBAL_HOME,1521839787.2257631,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839787.2465789,-122.3966397,37.7931314,4.9760000
MsgID.LOCAL_VELOCITY,1521839787.2465789,6.2900000,6.2600000,0.0000000
MsgID.LOCAL_POSITION,1521839787.2467589,72.3363190,72.3181763,-4.9765043
MsgID.LOCAL_VELOCITY,1521839787.2467589,6.2921181,6.2689161,-0.0074938
MsgID.GLOBAL_POSITION,1521839787.4970860,-122.3966238,37.7931431,4.9800000
MsgID.LOCAL_VELOCITY,1521839787.4970860,6.2900000,6.2700000,-0.0100000
MsgID.LOCAL_POSITION,1521839787.4972811,73.6318436,73.7282715,-4.9806519
MsgID.LOCAL_VELOCITY,1521839787.4972811,6.2923532,6.2765951,-0.0128254
MsgID.LOCAL_POSITION,1521839787.7453949,75.2203751,75.5660172,-4.9798713
MsgID.LOCAL_VELOCITY,1521839787.7453949,6.2800336,6.2629337,0.0601478
MsgID.GLOBAL_POSITION,1521839787.7457411,-122.3966031,37.7931574,4.9790000
MsgID.LOCAL_VELOCITY,1521839787.7457411,6.2800000,6.2600000,0.0600000
MsgID.LOCAL_POSITION,1521839787.9956312,76.8161774,76.9869995,-4.9740510
MsgID.LOCAL_VELOCITY,1521839787.9956312,6.3066258,6.2630343,0.0139324
MsgID.GLOBAL_POSITION,1521839787.9959381,-122.3965872,37.7931718,4.9740000
MsgID.LOCAL_VELOCITY,1521839787.9959381,6.3000000,6.2600000,0.0100000
MsgID.STATE,1521839788.2255940,True,True
MsgID.GLOBAL_HOME,1521839788.2258270,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521839788.2465711,78.4980164,78.5355301,-4.9808421
MsgID.LOCAL_VELOCITY,1521839788.2465711,6.2989650,6.2586799,0.0679415
MsgID.GLOBAL_POSITION,1521839788.2468171,-122.3965697,37.7931869,4.9800000
MsgID.LOCAL_VELOCITY,1521839788.2468171,6.2900000,6.2500000,0.0600000
MsgID.LOCAL_POSITION,1521839788.4971929,79.9675598,80.1343918,-4.9803357
MsgID.LOCAL_VELOCITY,1521839788.4971929,6.2834477,6.2621756,0.0689353
MsgID.GLOBAL_POSITION,1521839788.4976330,-122.3965517,37.7932001,4.9800000
MsgID.LOCAL_VELOCITY,1521839788.4976330,6.2800000,6.2600000,0.0600000
MsgID.LOCAL_POSITION,1521839788.7460239,81.6280060,81.6263809,-4.9780641
MsgID.LOCAL_VELOCITY,1521839788.7460239,6.3031378,6.2722430,-0.0172467
MsgID.GLOBAL_POSITION,1521839788.7463040,-122.3965350,37.7932151,4.9780000
MsgID.LOCAL_VELOCITY,1521839788.7463040,6.3000000,6.2700000,-0.0100000
MsgID.LOCAL_POSITION,1521839788.9961350,83.1594315,83.2767487,-4.9763250
MsgID.LOCAL_VELOCITY,1521839788.9961350,6.2972331,6.2744050,-0.0184033
MsgID.GLOBAL_POSITION,1521839788.9964428,-122.3965164,37.7932289,4.9760000
MsgID.LOCAL_VELOCITY,1521839788.9964428,6.2900000,6.2700000,-0.0100000
MsgID.STATE,1521839789.2260330,True,True
MsgID.GLOBAL_HOME,1521839789.2262831,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521839789.2468030,84.7929153,85.0872955,-4.9578352
MsgID.LOCAL_VELOCITY,1521839789.2468030,6.2923918,6.2683673,-0.0035906
MsgID.GLOBAL_POSITION,1521839789.2470479,-122.3964960,37.7932436,4.9570000
MsgID.LOCAL_VELOCITY,1521839789.2470479,6.2900000,6.2600000,0.0000000
MsgID.LOCAL_POSITION,1521839789.4967110,86.2675171,86.5530930,-4.9597335
MsgID.LOCAL_VELOCITY,1521839789.4967110,6.3404498,6.2801623,-0.1883815
MsgID.GLOBAL_POSITION,1521839789.4970241,-122.3964795,37.7932568,4.9590000
MsgID.LOCAL_VELOCITY,1521839789.4970241,6.3400000,6.2800000,-0.1800000
MsgID.GLOBAL_POSITION,1521839789.7469981,-122.3964625,37.7932720,4.9750000
MsgID.LOCAL_VELOCITY,1521839789.7469981,6.3300000,6.2500000,-0.1700000
MsgID.LOCAL_POSITION,1521839789.7472050,87.9573364,88.0684814,-4.9750857
MsgID.LOCAL_VELOCITY,1521839789.7472050,6.3351550,6.2588496,-0.1720589
MsgID.GLOBAL_POSITION,1521839789.9965069,-122.3964460,37.7932853,4.9720000
MsgID.LOCAL_VELOCITY,1521839789.9965069,6.3100000,6.2500000,-0.1100000
MsgID.LOCAL_POSITION,1521839789.9966972,89.4365311,89.5323792,-4.9722881
MsgID.LOCAL_VELOCITY,1521839789.9966972,6.3115826,6.2567534,-0.1151170
MsgID.STATE,1521839790.2266049,True,True
MsgID.GLOBAL_HOME,1521839790.2268460,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839790.2474780,-122.3964274,37.7933002,4.9700000
MsgID.LOCAL_VELOCITY,1521839790.2474780,6.3000000,6.2600000,-0.1000000
MsgID.LOCAL_POSITION,1521839790.2476571,91.0822220,91.1888123,-4.9702344
MsgID.LOCAL_VELOCITY,1521839790.2476571,6.3025455,6.2612481,-0.1025642
MsgID.GLOBAL_POSITION,1521839790.4979661,-122.3964095,37.7933139,4.9710000
MsgID.LOCAL_VELOCITY,1521839790.4979661,6.3100000,6.2600000,-0.1300000
MsgID.LOCAL_POSITION,1521839790.4982760,92.6059113,92.7820816,-4.9712081
MsgID.LOCAL_VELOCITY,1521839790.4982760,6.3109684,6.2624769,-0.1310512
MsgID.GLOBAL_POSITION,1521839790.7465510,-122.3963905,37.7933299,4.9900000
MsgID.LOCAL_VELOCITY,1521839790.7465510,6.3000000,6.2300000,-0.0300000
MsgID.LOCAL_POSITION,1521839790.7467740,94.3872681,94.4666061,-4.9906907
MsgID.LOCAL_VELOCITY,1521839790.7467740,6.3056726,6.2342105,-0.0331690
MsgID.GLOBAL_POSITION,1521839790.9984660,-122.3963762,37.7933420,4.9910000
MsgID.LOCAL_VELOCITY,1521839790.9984660,6.2900000,6.2300000,0.0400000
MsgID.LOCAL_POSITION,1521839790.9987042,95.7355957,95.7376556,-4.9911447
MsgID.LOCAL_VELOCITY,1521839790.9987042,6.2962284,6.2318854,0.0430485
MsgID.STATE,1521839791.2262530,True,True
MsgID.GLOBAL_HOME,1521839791.2265019,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839791.2472310,-122.3963578,37.7933573,4.9930000
MsgID.LOCAL_VELOCITY,1521839791.2472310,6.2800000,6.2600000,0.0700000
MsgID.LOCAL_POSITION,1521839791.2474329,97.4268723,97.3733063,-4.9935617
MsgID.LOCAL_VELOCITY,1521839791.2474329,6.2829561,6.2600093,0.0719475
MsgID.GLOBAL_POSITION,1521839791.4972560,-122.3963391,37.7933706,5.0070000
MsgID.LOCAL_VELOCITY,1521839791.4972560,6.2600000,6.2700000,0.1000000
MsgID.LOCAL_POSITION,1521839791.4975302,98.9130554,99.0358582,-5.0079665
MsgID.LOCAL_VELOCITY,1521839791.4975302,6.2615395,6.2796597,0.1032361
MsgID.GLOBAL_POSITION,1521839791.7472730,-122.3963200,37.7933854,5.0080000
MsgID.LOCAL_VELOCITY,1521839791.7472730,6.2400000,6.1200000,0.2000000
MsgID.LOCAL_POSITION,1521839791.7474561,100.5487213,100.7310562,-5.0085130
MsgID.LOCAL_VELOCITY,1521839791.7474561,6.2406750,6.1276388,0.2006409
MsgID.GLOBAL_POSITION,1521839791.9975691,-122.3963058,37.7933973,4.9950000
MsgID.LOCAL_VELOCITY,1521839791.9975691,5.4900000,5.1900000,0.1700000
MsgID.LOCAL_POSITION,1521839791.9978650,101.8777390,101.9942245,-4.9954023
MsgID.LOCAL_VELOCITY,1521839791.9978650,5.4924622,5.1957159,0.1754000
MsgID.STATE,1521839792.2253971,True,True
MsgID.GLOBAL_HOME,1521839792.2256279,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839792.2483320,-122.3962927,37.7934082,4.9930000
MsgID.LOCAL_VELOCITY,1521839792.2483320,3.8700000,4.4000000,0.0800000
MsgID.LOCAL_POSITION,1521839792.2485299,103.0882797,103.1631775,-4.9938827
MsgID.LOCAL_VELOCITY,1521839792.2485299,3.8728938,4.4013748,0.0893886
MsgID.GLOBAL_POSITION,1521839792.4977670,-122.3962818,37.7934167,4.9860000
MsgID.LOCAL_VELOCITY,1521839792.4977670,2.4100000,4.2500000,0.0500000
MsgID.LOCAL_POSITION,1521839792.4980412,104.0323486,104.1301804,-4.9860077
MsgID.LOCAL_VELOCITY,1521839792.4980412,2.4183059,4.2502232,0.0568549
MsgID.GLOBAL_POSITION,1521839792.7493491,-122.3962682,37.7934210,4.9830000
MsgID.LOCAL_VELOCITY,1521839792.7493491,1.8700000,3.7300000,0.0200000
MsgID.LOCAL_POSITION,1521839792.7496479,104.5052032,105.3344574,-4.9837518
MsgID.LOCAL_VELOCITY,1521839792.7496479,1.8788588,3.7330470,0.0290100
MsgID.GLOBAL_POSITION,1521839792.9996691,-122.3962592,37.7934256,4.9770000
MsgID.LOCAL_VELOCITY,1521839792.9996691,3.1900000,2.9900000,-0.0900000
MsgID.LOCAL_POSITION,1521839792.9999280,105.0252609,106.1402969,-4.9770174
MsgID.LOCAL_VELOCITY,1521839792.9999280,3.1982312,2.9980373,-0.0987266
MsgID.STATE,1521839793.2259049,True,True
MsgID.GLOBAL_HOME,1521839793.2261162,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839793.2490292,-122.3962531,37.7934350,4.9720000
MsgID.LOCAL_VELOCITY,1521839793.2490292,4.3000000,2.2200000,-0.1200000
MsgID.LOCAL_POSITION,1521839793.2492290,106.0647583,106.6831284,-4.9721680
MsgID.LOCAL_VELOCITY,1521839793.2492290,4.3046551,2.2229071,-0.1245594
MsgID.GLOBAL_POSITION,1521839793.4990489,-122.3962477,37.7934450,4.9760000
MsgID.LOCAL_VELOCITY,1521839793.4990489,5.1600000,1.6000000,-0.1700000
MsgID.LOCAL_POSITION,1521839793.4993169,107.1778717,107.1624985,-4.9769425
MsgID.LOCAL_VELOCITY,1521839793.4993169,5.1601696,1.6040922,-0.1718051
MsgID.GLOBAL_POSITION,1521839793.7493761,-122.3962438,37.7934578,4.9680000
MsgID.LOCAL_VELOCITY,1521839793.7493761,6.0800000,0.9900000,-0.1100000
MsgID.LOCAL_POSITION,1521839793.7495770,108.5960541,107.5114822,-4.9682388
MsgID.LOCAL_VELOCITY,1521839793.7495770,6.0838075,0.9996356,-0.1192636
MsgID.GLOBAL_POSITION,1521839794.0000529,-122.3962415,37.7934704,4.9680000
MsgID.LOCAL_VELOCITY,1521839794.0000529,6.8900000,0.5200000,-0.1500000
MsgID.LOCAL_POSITION,1521839794.0004108,110.0033493,107.7146301,-4.9683371
MsgID.LOCAL_VELOCITY,1521839794.0004108,6.8990922,0.5246165,-0.1534833
MsgID.STATE,1521839794.2256961,True,True
MsgID.GLOBAL_HOME,1521839794.2258990,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839794.2487381,-122.3962414,37.7934892,4.9690000
MsgID.LOCAL_VELOCITY,1521839794.2487381,7.7900000,0.0700000,-0.1900000
MsgID.LOCAL_POSITION,1521839794.2489369,112.0866241,107.7223587,-4.9699831
MsgID.LOCAL_VELOCITY,1521839794.2489369,7.7921739,0.0759792,-0.1962263
MsgID.GLOBAL_POSITION,1521839794.4987378,-122.3962431,37.7935060,4.9840000
