MsgID.STATE,1521839760.0748959,False,False
MsgID.STATE,1521839812.2280040,True,True
MsgID.GLOBAL_HOME,1521839812.2281940,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839812.2572632,-122.3964138,37.7945757,4.9740000
MsgID.LOCAL_VELOCITY,1521839812.2572632,7.7700000,0.0000000,-0.1200000
MsgID.LOCAL_POSITION,1521839812.2575240,232.8113861,92.3960342,-4.9741263
MsgID.LOCAL_VELOCITY,1521839812.2575240,7.7781782,-0.0085017,-0.1256235
MsgID.GLOBAL_POSITION,1521839812.5074129,-122.3964130,37.7945929,4.9770000
MsgID.LOCAL_VELOCITY,1521839812.5074129,8.4200000,0.4500000,-0.2000000
MsgID.LOCAL_POSITION,1521839812.5076339,234.7243042,92.4693604,-4.9774694
MsgID.LOCAL_VELOCITY,1521839812.5076339,8.4288015,0.4579313,-0.2092462
MsgID.GLOBAL_POSITION,1521839812.7574069,-122.3964116,37.7946118,4.9800000
MsgID.LOCAL_VELOCITY,1521839812.7574069,8.7000000,0.6600000,-0.1900000
MsgID.LOCAL_POSITION,1521839812.7577841,236.8160400,92.5930405,-4.9804540
MsgID.LOCAL_VELOCITY,1521839812.7577841,8.7007647,0.6612206,-0.1960072
MsgID.GLOBAL_POSITION,1521839813.0076091,-122.3964092,37.7946322,4.9820000
MsgID.LOCAL_VELOCITY,1521839813.0076091,8.7600000,0.7400000,-0.1700000
MsgID.LOCAL_POSITION,1521839813.0078599,239.1053314,92.8112640,-4.9828639
MsgID.LOCAL_VELOCITY,1521839813.0078599,8.7680168,0.7436031,-0.1802620
MsgID.STATE,1521839813.2268102,True,True
MsgID.GLOBAL_HOME,1521839813.2270510,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839813.2580380,-122.3964058,37.7946524,4.9880000
MsgID.LOCAL_VELOCITY,1521839813.2580380,8.8000000,0.7700000,-0.1300000
MsgID.LOCAL_POSITION,1521839813.2582710,241.3268738,93.1111603,-4.9881787
MsgID.LOCAL_VELOCITY,1521839813.2582710,8.8016949,0.7788355,-0.1389027
MsgID.GLOBAL_POSITION,1521839813.5081890,-122.3964059,37.7946719,4.9950000
MsgID.LOCAL_VELOCITY,1521839813.5081890,8.8200000,0.7800000,-0.0800000
MsgID.LOCAL_POSITION,1521839813.5084770,243.5102539,93.1014175,-4.9954872
MsgID.LOCAL_VELOCITY,1521839813.5084770,8.8200350,0.7824479,-0.0880282
MsgID.GLOBAL_POSITION,1521839813.7575779,-122.3964037,37.7946912,4.9950000
MsgID.LOCAL_VELOCITY,1521839813.7575779,8.8200000,0.8000000,-0.0300000
MsgID.LOCAL_POSITION,1521839813.7599511,245.6463928,93.2946014,-4.9951577
MsgID.LOCAL_VELOCITY,1521839813.7599511,8.8261690,0.8099239,-0.0381650
MsgID.GLOBAL_POSITION,1521839814.0095239,-122.3963991,37.7947123,4.9960000
MsgID.LOCAL_VELOCITY,1521839814.0095239,8.8300000,0.8200000,-0.0100000
MsgID.LOCAL_POSITION,1521839814.0097930,248.0037842,93.7085953,-4.9964085
MsgID.LOCAL_VELOCITY,1521839814.0097930,8.8329039,0.8244637,-0.0188185
MsgID.STATE,1521839814.2280500,True,True
MsgID.GLOBAL_HOME,1521839814.2282538,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839814.2595141,-122.3963979,37.7947314,4.9960000
MsgID.LOCAL_VELOCITY,1521839814.2595141,8.8400000,0.8000000,-0.0200000
MsgID.LOCAL_POSITION,1521839814.2598231,250.1053619,93.8067322,-4.9962020
MsgID.LOCAL_VELOCITY,1521839814.2598231,8.8484802,0.8070031,-0.0269271
MsgID.GLOBAL_POSITION,1521839814.5093288,-122.3963950,37.7947518,4.9930000
MsgID.LOCAL_VELOCITY,1521839814.5093288,8.8500000,0.8100000,-0.0300000
MsgID.LOCAL_POSITION,1521839814.5096099,252.3802185,94.0652313,-4.9937615
MsgID.LOCAL_VELOCITY,1521839814.5096099,8.8556776,0.8111054,-0.0337872
MsgID.GLOBAL_POSITION,1521839814.7596300,-122.3963930,37.7947733,4.9950000
MsgID.LOCAL_VELOCITY,1521839814.7596300,8.8500000,0.8000000,-0.0300000
MsgID.LOCAL_POSITION,1521839814.7598531,254.7650146,94.2458725,-4.9959521
MsgID.LOCAL_VELOCITY,1521839814.7598531,8.8545656,0.8029740,-0.0335964
MsgID.GLOBAL_POSITION,1521839815.0100200,-122.3963929,37.7947927,4.9950000
MsgID.LOCAL_VELOCITY,1521839815.0100200,8.8400000,0.8000000,0.0000000
MsgID.LOCAL_POSITION,1521839815.0102599,256.9314880,94.2541504,-4.9951649
MsgID.LOCAL_VELOCITY,1521839815.0102599,8.8441257,0.8077869,-0.0021971
MsgID.STATE,1521839815.2286389,True,True
MsgID.GLOBAL_HOME,1521839815.2288680,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839815.2598081,-122.3963893,37.7948136,5.0020000
MsgID.LOCAL_VELOCITY,1521839815.2598081,8.8300000,0.8400000,0.0000000
MsgID.LOCAL_POSITION,1521839815.2600400,259.2375183,94.5775833,-5.0023799
MsgID.LOCAL_VELOCITY,1521839815.2600400,8.8397512,0.8497481,0.0078214
MsgID.GLOBAL_POSITION,1521839815.5097260,-122.3963866,37.7948329,4.9990000
MsgID.LOCAL_VELOCITY,1521839815.5097260,8.8200000,0.8500000,0.0700000
MsgID.LOCAL_POSITION,1521839815.5099640,261.3949280,94.8103790,-4.9996047
MsgID.LOCAL_VELOCITY,1521839815.5099640,8.8282042,0.8574796,0.0711862
MsgID.GLOBAL_POSITION,1521839815.7591529,-122.3963851,37.7948526,5.0000000
MsgID.LOCAL_VELOCITY,1521839815.7591529,8.8300000,0.8400000,0.0700000
MsgID.LOCAL_POSITION,1521839815.7593491,263.5771484,94.9516983,-5.0002351
MsgID.LOCAL_VELOCITY,1521839815.7593491,8.8373127,0.8497730,0.0731935
MsgID.GLOBAL_POSITION,1521839816.0087700,-122.3963823,37.7948727,5.0060000
MsgID.LOCAL_VELOCITY,1521839816.0087700,8.8300000,0.8600000,0.0900000
MsgID.LOCAL_POSITION,1521839816.0089731,265.8093567,95.1932983,-5.0065122
MsgID.LOCAL_VELOCITY,1521839816.0089731,8.8367357,0.8678514,0.0931419
MsgID.STATE,1521839816.2283521,True,True
MsgID.GLOBAL_HOME,1521839816.2285430,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839816.2592452,-122.3963798,37.7948915,5.0130000
MsgID.LOCAL_VELOCITY,1521839816.2592452,8.8200000,0.8700000,0.1400000
MsgID.LOCAL_POSITION,1521839816.2594540,267.9013062,95.4188614,-5.0136709
MsgID.LOCAL_VELOCITY,1521839816.2594540,8.8289127,0.8705834,0.1493843
MsgID.GLOBAL_POSITION,1521839816.5094070,-122.3963757,37.7949123,5.0180000
MsgID.LOCAL_VELOCITY,1521839816.5094070,8.8000000,0.8300000,0.1600000
MsgID.LOCAL_POSITION,1521839816.5096052,270.2149963,95.7836609,-5.0184278
MsgID.LOCAL_VELOCITY,1521839816.5096052,8.8070850,0.8347407,0.1682385
MsgID.GLOBAL_POSITION,1521839816.7590981,-122.3963730,37.7949306,5.0090000
MsgID.LOCAL_VELOCITY,1521839816.7590981,7.9800000,0.6300000,0.2200000
MsgID.LOCAL_POSITION,1521839816.7593548,272.2467041,96.0218353,-5.0092854
MsgID.LOCAL_VELOCITY,1521839816.7593548,7.9831767,0.6365315,0.2236517
MsgID.GLOBAL_POSITION,1521839817.0093241,-122.3963725,37.7949476,5.0030000
MsgID.LOCAL_VELOCITY,1521839817.0093241,6.4700000,-0.1700000,0.1300000
MsgID.LOCAL_POSITION,1521839817.0095191,274.1324768,96.0665359,-5.0034766
MsgID.LOCAL_VELOCITY,1521839817.0095191,6.4779835,-0.1783455,0.1325333
MsgID.STATE,1521839817.2282779,True,True
MsgID.GLOBAL_HOME,1521839817.2284641,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839817.2594151,-122.3963769,37.7949609,5.0060000
MsgID.LOCAL_VELOCITY,1521839817.2594151,6.3200000,-1.3600000,0.0500000
MsgID.LOCAL_POSITION,1521839817.2596130,275.6136780,95.6744308,-5.0069995
MsgID.LOCAL_VELOCITY,1521839817.2596130,6.3242979,-1.3687936,0.0524930
MsgID.GLOBAL_POSITION,1521839817.5096309,-122.3963820,37.7949751,5.0070000
MsgID.LOCAL_VELOCITY,1521839817.5096309,6.0100000,-2.5900000,0.0500000
MsgID.LOCAL_POSITION,1521839817.5098271,277.1900635,95.2216797,-5.0072103
MsgID.LOCAL_VELOCITY,1521839817.5098271,6.0191050,-2.5940309,0.0545375
MsgID.GLOBAL_POSITION,1521839817.7597609,-122.3963908,37.7949894,4.9850000
MsgID.LOCAL_VELOCITY,1521839817.7597609,5.6200000,-3.7100000,0.0400000
MsgID.LOCAL_POSITION,1521839817.7599890,278.7702332,94.4374466,-4.9856372
MsgID.LOCAL_VELOCITY,1521839817.7599890,5.6281796,-3.7118905,0.0438063
MsgID.GLOBAL_POSITION,1521839818.0098372,-122.3964035,37.7950015,4.9880000
MsgID.LOCAL_VELOCITY,1521839818.0098372,5.1900000,-4.8900000,-0.1700000
MsgID.LOCAL_POSITION,1521839818.0100369,280.1210327,93.3111038,-4.9886703
MsgID.LOCAL_VELOCITY,1521839818.0100369,5.1947370,-4.8958006,-0.1789201
MsgID.STATE,1521839818.2285519,True,True
MsgID.GLOBAL_HOME,1521839818.2287381,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839818.2596130,-122.3964173,37.7950122,4.9920000
MsgID.LOCAL_VELOCITY,1521839818.2596130,4.7200000,-5.8200000,-0.0400000
MsgID.LOCAL_POSITION,1521839818.2598112,281.3070374,92.0854950,-4.9925318
MsgID.LOCAL_VELOCITY,1521839818.2598112,4.7268348,-5.8242831,-0.0441983
MsgID.GLOBAL_POSITION,1521839818.5099480,-122.3964359,37.7950229,4.9840000
MsgID.LOCAL_VELOCITY,1521839818.5099480,4.1700000,-6.8000000,-0.1300000
MsgID.LOCAL_POSITION,1521839818.5101480,282.5048828,90.4261017,-4.9845719
MsgID.LOCAL_VELOCITY,1521839818.5101480,4.1724229,-6.8083620,-0.1322305
MsgID.GLOBAL_POSITION,1521839818.7599649,-122.3964556,37.7950318,4.9820000
MsgID.LOCAL_VELOCITY,1521839818.7599649,3.4000000,-7.1800000,-0.0700000
MsgID.LOCAL_POSITION,1521839818.7601600,283.4914246,88.6789627,-4.9824839
MsgID.LOCAL_VELOCITY,1521839818.7601600,3.4032223,-7.1810927,-0.0709474
MsgID.GLOBAL_POSITION,1521839819.0099041,-122.3964767,37.7950380,4.9830000
MsgID.LOCAL_VELOCITY,1521839819.0099041,2.8800000,-6.1700000,-0.0800000
MsgID.LOCAL_POSITION,1521839819.0101628,284.1776428,86.8037262,-4.9830351
MsgID.LOCAL_VELOCITY,1521839819.0101628,2.8805676,-6.1745644,-0.0868565
MsgID.STATE,1521839819.2285099,True,True
MsgID.GLOBAL_HOME,1521839819.2287061,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839819.2616079,-122.3964904,37.7950444,5.0000000
MsgID.LOCAL_VELOCITY,1521839819.2616079,3.8500000,-5.0700000,-0.0800000
MsgID.LOCAL_POSITION,1521839819.2618361,284.8815308,85.5872498,-5.0008287
MsgID.LOCAL_VELOCITY,1521839819.2618361,3.8582466,-5.0737281,-0.0851522
MsgID.GLOBAL_POSITION,1521839819.5116701,-122.3965033,37.7950544,5.0070000
MsgID.LOCAL_VELOCITY,1521839819.5116701,4.5600000,-3.8800000,0.0700000
MsgID.LOCAL_POSITION,1521839819.5118771,285.9980774,84.4359131,-5.0078831
MsgID.LOCAL_VELOCITY,1521839819.5118771,4.5671964,-3.8808880,0.0785702
MsgID.GLOBAL_POSITION,1521839819.7616231,-122.3965120,37.7950643,5.0050000
MsgID.LOCAL_VELOCITY,1521839819.7616231,5.0700000,-2.7100000,0.0200000
MsgID.LOCAL_POSITION,1521839819.7618501,287.1011658,83.6679688,-5.0055332
MsgID.LOCAL_VELOCITY,1521839819.7618501,5.0727777,-2.7185879,0.0289157
MsgID.GLOBAL_POSITION,1521839820.0113010,-122.3965166,37.7950756,5.0080000
MsgID.LOCAL_VELOCITY,1521839820.0113010,5.5000000,-1.4700000,0.0700000
MsgID.LOCAL_POSITION,1521839820.0115571,288.3606262,83.2548676,-5.0089335
MsgID.LOCAL_VELOCITY,1521839820.0115571,5.5017586,-1.4741553,0.0728414
MsgID.STATE,1521839820.2290339,True,True
MsgID.GLOBAL_HOME,1521839820.2292180,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839820.2621930,-122.3965186,37.7950891,5.0050000
MsgID.LOCAL_VELOCITY,1521839820.2621930,5.7700000,-0.2900000,0.0500000
MsgID.LOCAL_POSITION,1521839820.2624278,289.8485718,83.0764771,-5.0054498
MsgID.LOCAL_VELOCITY,1521839820.2624278,5.7779469,-0.2930097,0.0532347
MsgID.GLOBAL_POSITION,1521839820.5110021,-122.3965189,37.7951027,5.0000000
MsgID.LOCAL_VELOCITY,1521839820.5110021,5.8300000,0.9700000,0.0500000
MsgID.LOCAL_POSITION,1521839820.5113049,291.3675842,83.0575256,-5.0005646
MsgID.LOCAL_VELOCITY,1521839820.5113049,5.8302913,0.9771970,0.0582207
MsgID.GLOBAL_POSITION,1521839820.7605209,-122.3965148,37.7951148,5.0010000
MsgID.LOCAL_VELOCITY,1521839820.7605209,5.3400000,2.1700000,-0.0100000
MsgID.LOCAL_POSITION,1521839820.7607219,292.7039490,83.4180603,-5.0010381
MsgID.LOCAL_VELOCITY,1521839820.7607219,5.3490491,2.1774766,-0.0176122
MsgID.GLOBAL_POSITION,1521839821.0121300,-122.3965063,37.7951276,4.9910000
MsgID.LOCAL_VELOCITY,1521839821.0121300,4.7100000,2.0900000,0.0300000
MsgID.LOCAL_POSITION,1521839821.0123699,294.1267700,84.1708221,-4.9914885
MsgID.LOCAL_VELOCITY,1521839821.0123699,4.7117462,2.0877893,0.0345363
MsgID.STATE,1521839821.2288411,True,True
MsgID.GLOBAL_HOME,1521839821.2290549,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839821.2622669,-122.3965040,37.7951387,4.9820000
MsgID.LOCAL_VELOCITY,1521839821.2622669,4.9100000,0.7100000,-0.1400000
MsgID.LOCAL_POSITION,1521839821.2625580,295.3645020,84.3789062,-4.9829445
MsgID.LOCAL_VELOCITY,1521839821.2625580,4.9185553,0.7151665,-0.1403108
MsgID.GLOBAL_POSITION,1521839821.5121942,-122.3965049,37.7951497,4.9880000
MsgID.LOCAL_VELOCITY,1521839821.5121942,5.0000000,-0.6400000,-0.1700000
MsgID.LOCAL_POSITION,1521839821.5124359,296.5904541,84.3008804,-4.9883757
MsgID.LOCAL_VELOCITY,1521839821.5124359,5.0007586,-0.6416854,-0.1729808
MsgID.GLOBAL_POSITION,1521839821.7614579,-122.3965078,37.7951606,4.9910000
MsgID.LOCAL_VELOCITY,1521839821.7614579,4.9600000,-1.8000000,-0.1200000
MsgID.LOCAL_POSITION,1521839821.7616451,297.8016663,84.0377274,-4.9910431
MsgID.LOCAL_VELOCITY,1521839821.7616451,4.9666429,-1.8017172,-0.1250434
MsgID.GLOBAL_POSITION,1521839822.0117340,-122.3965148,37.7951703,4.9820000
MsgID.LOCAL_VELOCITY,1521839822.0117340,4.8800000,-3.0100000,-0.1100000
MsgID.LOCAL_POSITION,1521839822.0119979,298.8711853,83.4156723,-4.9820585
MsgID.LOCAL_VELOCITY,1521839822.0119979,4.8832946,-3.0137756,-0.1159800
MsgID.STATE,1521839822.2284968,True,True
MsgID.GLOBAL_HOME,1521839822.2286870,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839822.2618020,-122.3965236,37.7951810,4.9890000
MsgID.LOCAL_VELOCITY,1521839822.2618020,4.7600000,-4.0600000,-0.0900000
MsgID.LOCAL_POSITION,1521839822.2620270,300.0668030,82.6398392,-4.9890361
MsgID.LOCAL_VELOCITY,1521839822.2620270,4.7625012,-4.0656366,-0.0966512
MsgID.GLOBAL_POSITION,1521839822.5114920,-122.3965361,37.7951938,4.9940000
MsgID.LOCAL_VELOCITY,1521839822.5114920,4.5300000,-5.1300000,-0.0100000
MsgID.LOCAL_POSITION,1521839822.5116799,301.4874268,81.5238876,-4.9949141
MsgID.LOCAL_VELOCITY,1521839822.5116799,4.5363383,-5.1305361,-0.0178837
MsgID.GLOBAL_POSITION,1521839822.7631831,-122.3965528,37.7952018,5.0070000
MsgID.LOCAL_VELOCITY,1521839822.7631831,4.1600000,-6.0400000,0.0000000
MsgID.LOCAL_POSITION,1521839822.7634618,302.3699951,80.0390396,-5.0079732
MsgID.LOCAL_VELOCITY,1521839822.7634618,4.1663122,-6.0446091,0.0009380
MsgID.GLOBAL_POSITION,1521839823.0129139,-122.3965730,37.7952113,5.0240000
MsgID.LOCAL_VELOCITY,1521839823.0129139,3.4800000,-6.4200000,0.1400000
MsgID.LOCAL_POSITION,1521839823.0131860,303.4266663,78.2492065,-5.0247822
MsgID.LOCAL_VELOCITY,1521839823.0131860,3.4821808,-6.4214478,0.1472169
MsgID.STATE,1521839823.2286050,True,True
MsgID.GLOBAL_HOME,1521839823.2288070,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839823.2619650,-122.3965886,37.7952174,5.0170000
MsgID.LOCAL_VELOCITY,1521839823.2619650,2.9400000,-5.5000000,0.2100000
MsgID.LOCAL_POSITION,1521839823.2621970,304.1105652,76.8616409,-5.0175982
MsgID.LOCAL_VELOCITY,1521839823.2621970,2.9494200,-5.5029817,0.2103796
MsgID.GLOBAL_POSITION,1521839823.5114520,-122.3966048,37.7952252,5.0290000
MsgID.LOCAL_VELOCITY,1521839823.5114520,4.0100000,-4.3100000,0.1500000
MsgID.LOCAL_POSITION,1521839823.5116820,304.9798279,75.4213257,-5.0292063
MsgID.LOCAL_VELOCITY,1521839823.5116820,4.0110168,-4.3136678,0.1504446
MsgID.GLOBAL_POSITION,1521839823.7637811,-122.3966142,37.7952360,5.0360000
MsgID.LOCAL_VELOCITY,1521839823.7637811,4.7300000,-3.3700000,0.2400000
MsgID.LOCAL_POSITION,1521839823.7641339,306.1801147,74.5837479,-5.0366111
MsgID.LOCAL_VELOCITY,1521839823.7641339,4.7317185,-3.3761213,0.2482753
MsgID.GLOBAL_POSITION,1521839824.0135529,-122.3966228,37.7952486,5.0200000
MsgID.LOCAL_VELOCITY,1521839824.0135529,5.4800000,-2.3600000,0.2400000
MsgID.LOCAL_POSITION,1521839824.0138199,307.5769653,73.8185883,-5.0200267
MsgID.LOCAL_VELOCITY,1521839824.0138199,5.4857335,-2.3591368,0.2436833
MsgID.STATE,1521839824.2280152,True,True
MsgID.GLOBAL_HOME,1521839824.2282162,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839824.2634890,-122.3966258,37.7952606,5.0060000
MsgID.LOCAL_VELOCITY,1521839824.2634890,6.2400000,-1.5100000,0.1100000
MsgID.LOCAL_POSITION,1521839824.2638400,308.9120789,73.5535660,-5.0060978
MsgID.LOCAL_VELOCITY,1521839824.2638400,6.2406359,-1.5186641,0.1154145
MsgID.GLOBAL_POSITION,1521839824.5132191,-122.3966294,37.7952745,4.9920000
MsgID.LOCAL_VELOCITY,1521839824.5132191,7.0800000,-0.7000000,0.0000000
MsgID.LOCAL_POSITION,1521839824.5134761,310.4562073,73.2306061,-4.9923959
MsgID.LOCAL_VELOCITY,1521839824.5134761,7.0817261,-0.7066963,-0.0014866
MsgID.GLOBAL_POSITION,1521839824.7627959,-122.3966324,37.7952911,4.9860000
MsgID.LOCAL_VELOCITY,1521839824.7627959,7.7900000,-0.1100000,-0.0600000
MsgID.LOCAL_POSITION,1521839824.7629740,312.3013611,72.9638901,-4.9868879
MsgID.LOCAL_VELOCITY,1521839824.7629740,7.7970309,-0.1192835,-0.0659660
MsgID.GLOBAL_POSITION,1521839825.0125461,-122.3966298,37.7953119,4.9850000
MsgID.LOCAL_VELOCITY,1521839825.0125461,8.4800000,0.3500000,-0.1200000
MsgID.LOCAL_POSITION,1521839825.0127790,314.6135254,73.1986084,-4.9857669
MsgID.LOCAL_VELOCITY,1521839825.0127790,8.4821110,0.3530407,-0.1218259
MsgID.STATE,1521839825.2289801,True,True
MsgID.GLOBAL_HOME,1521839825.2291660,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839825.2643268,-122.3966285,37.7953284,4.9780000
MsgID.LOCAL_VELOCITY,1521839825.2643268,8.7200000,0.5200000,-0.1500000
MsgID.LOCAL_POSITION,1521839825.2646410,316.4446106,73.3116074,-4.9783969
MsgID.LOCAL_VELOCITY,1521839825.2646410,8.7227049,0.5209342,-0.1544525
MsgID.GLOBAL_POSITION,1521839825.5142200,-122.3966274,37.7953488,4.9750000
MsgID.LOCAL_VELOCITY,1521839825.5142200,8.8000000,0.5900000,-0.2000000
MsgID.LOCAL_POSITION,1521839825.5145080,318.7126160,73.4105530,-4.9752212
MsgID.LOCAL_VELOCITY,1521839825.5145080,8.8072672,0.5953190,-0.2013567
MsgID.GLOBAL_POSITION,1521839825.7630951,-122.3966273,37.7953681,4.9770000
MsgID.LOCAL_VELOCITY,1521839825.7630951,8.8200000,0.6200000,-0.1700000
MsgID.LOCAL_POSITION,1521839825.7632720,320.8518982,73.4207230,-4.9774432
MsgID.LOCAL_VELOCITY,1521839825.7632720,8.8290901,0.6287664,-0.1732853
MsgID.GLOBAL_POSITION,1521839826.0126820,-122.3966240,37.7953911,4.9790000
MsgID.LOCAL_VELOCITY,1521839826.0126820,8.8400000,0.6600000,-0.1700000
MsgID.LOCAL_POSITION,1521839826.0128949,323.4125977,73.7147064,-4.9793448
MsgID.LOCAL_VELOCITY,1521839826.0128949,8.8492737,0.6624690,-0.1712865
MsgID.STATE,1521839826.2291250,True,True
MsgID.GLOBAL_HOME,1521839826.2293260,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839826.2646289,-122.3966231,37.7954086,4.9930000
MsgID.LOCAL_VELOCITY,1521839826.2646289,8.8500000,0.6600000,-0.1500000
MsgID.LOCAL_POSITION,1521839826.2649169,325.3562622,73.7952194,-4.9933572
MsgID.LOCAL_VELOCITY,1521839826.2649169,8.8543940,0.6663824,-0.1541310
MsgID.GLOBAL_POSITION,1521839826.5132501,-122.3966206,37.7954294,5.0020000
MsgID.LOCAL_VELOCITY,1521839826.5132501,8.8300000,0.6700000,-0.0500000
MsgID.LOCAL_POSITION,1521839826.5134480,327.6696472,74.0132294,-5.0027695
MsgID.LOCAL_VELOCITY,1521839826.5134480,8.8384647,0.6723661,-0.0509432
MsgID.GLOBAL_POSITION,1521839826.7647319,-122.3966168,37.7954490,4.9950000
MsgID.LOCAL_VELOCITY,1521839826.7647319,8.8200000,0.6600000,0.0400000
MsgID.LOCAL_POSITION,1521839826.7650182,329.8388062,74.3517227,-4.9952002
MsgID.LOCAL_VELOCITY,1521839826.7650182,8.8231974,0.6667659,0.0488077
MsgID.GLOBAL_POSITION,1521839827.0144551,-122.3966160,37.7954681,4.9890000
MsgID.LOCAL_VELOCITY,1521839827.0144551,8.8600000,0.6400000,-0.0300000
MsgID.LOCAL_POSITION,1521839827.0147359,331.9726562,74.4244308,-4.9899979
MsgID.LOCAL_VELOCITY,1521839827.0147359,8.8637476,0.6417811,-0.0343551
MsgID.STATE,1521839827.2292941,True,True
MsgID.GLOBAL_HOME,1521839827.2294819,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839827.2645068,-122.3966161,37.7954868,5.0010000
MsgID.LOCAL_VELOCITY,1521839827.2645068,8.8600000,0.6300000,-0.0200000
MsgID.LOCAL_POSITION,1521839827.2647271,334.0468445,74.4097977,-5.0018086
MsgID.LOCAL_VELOCITY,1521839827.2647271,8.8641987,0.6368567,-0.0213215
MsgID.GLOBAL_POSITION,1521839827.5140631,-122.3966136,37.7955075,4.9980000
MsgID.LOCAL_VELOCITY,1521839827.5140631,8.8600000,0.6700000,-0.0400000
MsgID.LOCAL_POSITION,1521839827.5142558,336.3424988,74.6350937,-4.9986629
MsgID.LOCAL_VELOCITY,1521839827.5142558,8.8615780,0.6752707,-0.0405273
MsgID.GLOBAL_POSITION,1521839827.7640409,-122.3966112,37.7955268,4.9990000
MsgID.LOCAL_VELOCITY,1521839827.7640409,8.8500000,0.6800000,-0.0100000
MsgID.LOCAL_POSITION,1521839827.7642298,338.4831848,74.8492661,-4.9993501
MsgID.LOCAL_VELOCITY,1521839827.7642298,8.8569298,0.6813659,-0.0129009
MsgID.GLOBAL_POSITION,1521839828.0137339,-122.3966094,37.7955491,4.9990000
MsgID.LOCAL_VELOCITY,1521839828.0137339,8.8500000,0.6600000,0.0000000
MsgID.LOCAL_POSITION,1521839828.0140710,340.9598999,75.0077972,-4.9999838
MsgID.LOCAL_VELOCITY,1521839828.0140710,8.8567266,0.6685647,0.0030501
MsgID.STATE,1521839828.2280600,True,True
MsgID.GLOBAL_HOME,1521839828.2282650,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839828.2634740,-122.3966072,37.7955676,5.0000000
MsgID.LOCAL_VELOCITY,1521839828.2634740,8.8600000,0.6600000,-0.0100000
MsgID.LOCAL_POSITION,1521839828.2637000,343.0220642,75.2058792,-5.0007133
MsgID.LOCAL_VELOCITY,1521839828.2637000,8.8629160,0.6668172,-0.0140242
MsgID.GLOBAL_POSITION,1521839828.5134552,-122.3966052,37.7955877,5.0080000
MsgID.LOCAL_VELOCITY,1521839828.5134552,8.8400000,0.6500000,0.0500000
MsgID.LOCAL_POSITION,1521839828.5136480,345.2513428,75.3828888,-5.0089741
MsgID.LOCAL_VELOCITY,1521839828.5136480,8.8467960,0.6505652,0.0541766
MsgID.GLOBAL_POSITION,1521839828.7637918,-122.3966035,37.7956073,5.0080000
MsgID.LOCAL_VELOCITY,1521839828.7637918,8.8300000,0.6300000,0.1400000
MsgID.LOCAL_POSITION,1521839828.7640190,347.4316406,75.5330811,-5.0088143
MsgID.LOCAL_VELOCITY,1521839828.7640190,8.8327618,0.6372523,0.1403024
MsgID.GLOBAL_POSITION,1521839829.0136080,-122.3966016,37.7956278,5.0070000
MsgID.LOCAL_VELOCITY,1521839829.0136080,8.8600000,0.6200000,0.0700000
MsgID.LOCAL_POSITION,1521839829.0138080,349.7085266,75.7006149,-5.0079966
MsgID.LOCAL_VELOCITY,1521839829.0138080,8.8631907,0.6295558,0.0743471
MsgID.STATE,1521839829.2281549,True,True
MsgID.GLOBAL_HOME,1521839829.2283609,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839829.2658019,-122.3965994,37.7956464,5.0120000
MsgID.LOCAL_VELOCITY,1521839829.2658019,8.3500000,0.5700000,0.1100000
MsgID.LOCAL_POSITION,1521839829.2660830,351.7712097,75.8985443,-5.0126462
MsgID.LOCAL_VELOCITY,1521839829.2660830,8.3523855,0.5747626,0.1175495
MsgID.GLOBAL_POSITION,1521839829.5152290,-122.3965969,37.7956663,5.0180000
MsgID.LOCAL_VELOCITY,1521839829.5152290,6.9500000,-0.1400000,0.1500000
MsgID.LOCAL_POSITION,1521839829.5155032,353.9908752,76.1180191,-5.0182199
MsgID.LOCAL_VELOCITY,1521839829.5155032,6.9511485,-0.1423384,0.1556420
MsgID.GLOBAL_POSITION,1521839829.7648950,-122.3965992,37.7956797,5.0100000
MsgID.LOCAL_VELOCITY,1521839829.7648950,6.6600000,-1.3300000,0.0900000
